,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
cicero.epistulae_ad_familiares.part.2.ad_curionem_et_ceteros.txt,5548,255,21.75686275,0.560784314,5.341085271,0.001441961,0.000180245,0.000540735,0.093547224,0.003785148,0.036770007,0.00036049,0.005587599,0.005767844,0.005046864,0.005587599,0.001802451,0.000180245,0.079127614,0.06741168,0,0.001081471,0.001081471,0,0.001982696,0.012076424,0.00702956,0.015861572
cicero.epistulae_ad_familiares.part.3.ad_claudium_pulchrum.txt,6948,272,25.54411765,0.632352941,5.882716049,0.00115141,0.000575705,0.000719632,0.085780081,0.006476684,0.035693725,0.000575705,0.008491652,0.006188831,0.005613126,0.0054692,0.002158895,0,0.085060449,0.069228555,0.000143926,0.001583189,0.000575705,0.000431779,0.002158895,0.013960852,0.008347726,0.015112263
cicero.epistulae_ad_familiares.part.4.ad_sulpicium_et_ceteros.txt,6155,247,24.91902834,0.647773279,5.309904153,0.001787165,0.00016247,0.00016247,0.102193339,0.003736799,0.044679123,0,0.008285946,0.00714866,0.003736799,0.008285946,0.000974817,0,0.064825345,0.055889521,0.00016247,0.001462226,0.00016247,0.00016247,0.002924452,0.012672624,0.007311129,0.012185215
cicero.epistulae_ad_familiares.part.5.ad_metellum_et_ceteros.txt,8364,319,26.21630094,0.652037618,5.885941645,0.00203252,0,0.00071736,0.108321377,0.004304161,0.036346246,0.0005978,0.009923482,0.004901961,0.003467241,0.005738881,0.00143472,0,0.077116212,0.058943089,0,0.00155428,0.00083692,0.00011956,0.00155428,0.016738403,0.008010521,0.013988522
cicero.epistulae_ad_familiares.part.6.ad_torquatum_et_ceteros.txt,7496,320,23.425,0.628125,6.01497006,0.001467449,0,0.00120064,0.106323372,0.004669157,0.042155816,0.000400213,0.008004269,0.005736393,0.002001067,0.006270011,0.001067236,0,0.064567769,0.053495197,0,0.000667022,0.001600854,0.000133404,0.002134472,0.014407684,0.006136606,0.012540021
cicero.epistulae_ad_familiares.part.7.ad_marium_et_ceteros.txt,7375,415,17.77108434,0.510843373,5.889589905,0.002033898,0.000135593,0.000135593,0.098033898,0.004067797,0.039050847,0.000542373,0.005559322,0.005830508,0.005016949,0.004067797,0.005830508,0.00040678,0.085830508,0.052474576,0.000135593,0.001762712,0.000813559,0.00040678,0.002440678,0.015864407,0.006779661,0.013559322
cicero.epistulae_ad_familiares.part.8.caeli_epistulae_ad_ciceronem.txt,5879,304,19.33552632,0.526315789,5.734375,0.002721551,0,0.000170097,0.080625957,0.002891648,0.047627147,0.001020582,0.007144072,0.005783296,0.003231842,0.00170097,0.002551454,0,0.051709474,0.061064807,0.000170097,0.000850485,0.000850485,0.000340194,0.004932812,0.014798435,0.003401939,0.012417078
cicero.epistulae_ad_familiares.part.9.ad_varronem_et_ceteros.txt,7832,405,19.31851852,0.459259259,5.259136213,0.001787538,0.000255363,0.000510725,0.104315628,0.004724208,0.04392237,0.000893769,0.007405516,0.006511747,0.007916241,0.005234934,0.003702758,0.000383044,0.070097038,0.053115424,0.000127681,0.000766088,0.000638407,0,0.002170582,0.015960163,0.004596527,0.014811032
cicero.in_catilinam.txt,12591,523,24.04780115,0.533460803,7.261538462,0.000635374,7.94E-05,0.002859185,0.093638313,0.002938607,0.045349853,0.000714796,0.010007148,0.005241839,0.007624494,0.00349456,0.003097451,0.000714796,0.041299341,0.058613295,0,0.001111905,0.000158844,7.94E-05,0.005956636,0.011039631,0.007227385,0.009610039
cicero.in_l_pisonem.txt,10951,484,22.56818182,0.475206612,6.303482587,0.001369738,0,0.001826317,0.081453749,0.004565793,0.039813716,0.000365263,0.005570268,0.005113688,0.011962378,0.005205004,0.004291845,0.00155237,0.047758196,0.050771619,9.13E-05,0.00109579,0.000730527,0.000182632,0.004657109,0.008766323,0.008401059,0.009405534
cicero.in_vatinium.txt,4488,144,31.10416667,0.548611111,6.381818182,0.001559715,0,0.000891266,0.070855615,0.006907308,0.038101604,0.000222816,0.010249554,0.006238859,0.018048128,0.003565062,0.001114082,0,0.05258467,0.066622103,0.000222816,0.000891266,0.000445633,0.000445633,0.003342246,0.006238859,0.010472371,0.010918004
cicero.letters_to_atticus.part.1.txt,9417,534,17.62359551,0.466292135,7.225714286,0.002123819,0.000212382,0.000530955,0.0866518,0.003185728,0.044918764,0.000424764,0.008070511,0.004990974,0.002548582,0.003291919,0.001274291,0.000212382,0.064139323,0.065519805,0,0.002123819,0.000530955,0,0.003185728,0.007858129,0.004247637,0.01592864
cicero.letters_to_atticus.part.10.txt,7430,568,13.06866197,0.36443662,6.068100358,0.001480485,0.000269179,0.00013459,0.10538358,0.004979812,0.045491252,0.001884253,0.007537012,0.007940781,0.006864065,0.006594886,0.003095559,0.000807537,0.060834455,0.06204576,0.000269179,0.000672948,0.001345895,0,0.005652759,0.019246299,0.004441454,0.01076716
cicero.letters_to_atticus.part.11.txt,6940,504,13.76587302,0.505952381,6.840840841,0.002449568,0,0.000144092,0.08962536,0.001873199,0.053025937,0.000432277,0.006772334,0.006772334,0.003025937,0.005475504,0.003314121,0.000288184,0.062536023,0.069884726,0.000144092,0.001152738,0.001008646,0.000576369,0.004755043,0.016426513,0.00389049,0.016138329
cicero.letters_to_atticus.part.12.txt,8910,748,11.90909091,0.379679144,5.693181818,0.001907969,0.0003367,0,0.112008979,0.002805836,0.041077441,0.000897868,0.008866442,0.006285073,0.006397306,0.00617284,0.003703704,0.000561167,0.066105499,0.063299663,0,0.001571268,0.000561167,0,0.001571268,0.020987654,0.001571268,0.016722783
cicero.letters_to_atticus.part.13.txt,9142,853,10.71395076,0.289566237,6.039007092,0.001640779,0.000328156,0,0.106978779,0.00229709,0.047473201,0.000218771,0.00623496,0.007110042,0.008860206,0.004484795,0.00437541,0.001093853,0.063880989,0.068256399,0.000109385,0.001640779,0.000546926,0.000109385,0.004484795,0.01728287,0.00207832,0.015095165
cicero.letters_to_atticus.part.14.txt,6805,573,11.87609075,0.331588133,6.299559471,0.001028655,0.000440852,0.000293902,0.089199118,0.003232917,0.040852314,0.000146951,0.005437179,0.005584129,0.007788391,0.004555474,0.004261572,0.001763409,0.064364438,0.065099192,0.000146951,0.000440852,0.001175606,0,0.004849375,0.0095518,0.003379868,0.014107274
cicero.letters_to_atticus.part.15.txt,6570,612,10.7254902,0.302287582,6.570093458,0.002283105,0.000304414,0,0.095281583,0.00304414,0.043987823,0.000456621,0.007001522,0.005936073,0.01065449,0.002891933,0.002587519,0.001369863,0.068340944,0.069710807,0.000152207,0.000456621,0.000761035,0,0.006544901,0.01217656,0.003348554,0.016438356
